id,capability,repository,url,license_cost_status,overlap_or_replacement,phase,required_credentials,blockers,self_hosting_decision,clone_command,stable_ref_guidance,self_hosting_manifest,stable_ref_status,stable_ref_rationale
adyen,payments,adyen,https://github.com/adyen/adyen,verify upstream license and hosted costs,evaluate against existing UniGig boundary,P3,ADYEN_URL,"adyen: no reviewed per-tool manifest in this baseline; blocked pending its runtime, license, security, and credential review.",blocked-tool-specific,git clone --filter=blob:none https://github.com/adyen/adyen integrations/upstream/adyen,unknown/unverified: do not pin until the recorded upstream is confirmed; remote did not return a HEAD reference during 2026-09-09 probe,blocked record: adyen — adyen: requires tool-specific license/provider review and its runtime or external credentials; no production self-hosting is claimed.,unknown/unverified,"The recorded repository URL https://github.com/adyen/adyen could not be resolved to a Git HEAD during the 2026-09-09 network probe (remote did not return a HEAD reference); it may be moved, renamed, unavailable, or require a different canonical owner. Verify the tool-specific upstream before cloning."
paypal,payments,paypal,https://github.com/paypal/paypal,verify upstream license and hosted costs,evaluate against existing UniGig boundary,P3,PAYPAL_URL,"paypal: no reviewed per-tool manifest in this baseline; blocked pending its runtime, license, security, and credential review.",blocked-tool-specific,git clone --filter=blob:none https://github.com/paypal/paypal integrations/upstream/paypal,unknown/unverified: do not pin until the recorded upstream is confirmed; remote did not return a HEAD reference during 2026-09-09 probe,blocked record: paypal — paypal: requires tool-specific license/provider review and its runtime or external credentials; no production self-hosting is claimed.,unknown/unverified,"The recorded repository URL https://github.com/paypal/paypal could not be resolved to a Git HEAD during the 2026-09-09 network probe (remote did not return a HEAD reference); it may be moved, renamed, unavailable, or require a different canonical owner. Verify the tool-specific upstream before cloning."
mollie,payments,mollie,https://github.com/mollie/mollie,verify upstream license and hosted costs,evaluate against existing UniGig boundary,P3,MOLLIE_URL,"mollie: no reviewed per-tool manifest in this baseline; blocked pending its runtime, license, security, and credential review.",blocked-tool-specific,git clone --filter=blob:none https://github.com/mollie/mollie integrations/upstream/mollie,unknown/unverified: do not pin until the recorded upstream is confirmed; remote did not return a HEAD reference during 2026-09-09 probe,blocked record: mollie — mollie: requires tool-specific license/provider review and its runtime or external credentials; no production self-hosting is claimed.,unknown/unverified,"The recorded repository URL https://github.com/mollie/mollie could not be resolved to a Git HEAD during the 2026-09-09 network probe (remote did not return a HEAD reference); it may be moved, renamed, unavailable, or require a different canonical owner. Verify the tool-specific upstream before cloning."
plaid,payments,plaid,https://github.com/plaid/plaid,verify upstream license and hosted costs,evaluate against existing UniGig boundary,P3,PLAID_URL,"plaid: no reviewed per-tool manifest in this baseline; blocked pending its runtime, license, security, and credential review.",blocked-tool-specific,git clone --filter=blob:none https://github.com/plaid/plaid integrations/upstream/plaid,unknown/unverified: do not pin until the recorded upstream is confirmed; remote did not return a HEAD reference during 2026-09-09 probe,blocked record: plaid — plaid: requires tool-specific license/provider review and its runtime or external credentials; no production self-hosting is claimed.,unknown/unverified,"The recorded repository URL https://github.com/plaid/plaid could not be resolved to a Git HEAD during the 2026-09-09 network probe (remote did not return a HEAD reference); it may be moved, renamed, unavailable, or require a different canonical owner. Verify the tool-specific upstream before cloning."
moov,payments,moov,https://github.com/moov/moov,verify upstream license and hosted costs,evaluate against existing UniGig boundary,P3,MOOV_URL,"moov: no reviewed per-tool manifest in this baseline; blocked pending its runtime, license, security, and credential review.",blocked-tool-specific,git clone --filter=blob:none https://github.com/moov/moov integrations/upstream/moov,unknown/unverified: do not pin until the recorded upstream is confirmed; remote did not return a HEAD reference during 2026-09-09 probe,blocked record: moov — moov: requires tool-specific license/provider review and its runtime or external credentials; no production self-hosting is claimed.,unknown/unverified,"The recorded repository URL https://github.com/moov/moov could not be resolved to a Git HEAD during the 2026-09-09 network probe (remote did not return a HEAD reference); it may be moved, renamed, unavailable, or require a different canonical owner. Verify the tool-specific upstream before cloning."
ballerine,compliance,ballerine,https://github.com/ballerine/ballerine,verify upstream license and hosted costs,evaluate against existing UniGig boundary,P3,BALLERINE_URL,"ballerine: no reviewed per-tool manifest in this baseline; blocked pending its runtime, license, security, and credential review.",blocked-tool-specific,git clone --filter=blob:none https://github.com/ballerine/ballerine integrations/upstream/ballerine,unknown/unverified: do not pin until the recorded upstream is confirmed; remote did not return a HEAD reference during 2026-09-09 probe,blocked record: ballerine — ballerine: requires tool-specific license/provider review and its runtime or external credentials; no production self-hosting is claimed.,unknown/unverified,"The recorded repository URL https://github.com/ballerine/ballerine could not be resolved to a Git HEAD during the 2026-09-09 network probe (remote did not return a HEAD reference); it may be moved, renamed, unavailable, or require a different canonical owner. Verify the tool-specific upstream before cloning."
veramo,credentials,veramo,https://github.com/veramo/veramo,verify upstream license and hosted costs,evaluate against existing UniGig boundary,P3,VERAMO_URL,"veramo: no reviewed per-tool manifest in this baseline; blocked pending its runtime, license, security, and credential review.",blocked-tool-specific,git clone --filter=blob:none https://github.com/veramo/veramo integrations/upstream/veramo,unknown/unverified: do not pin until the recorded upstream is confirmed; remote did not return a HEAD reference during 2026-09-09 probe,blocked record: veramo — veramo: requires tool-specific license/provider review and its runtime or external credentials; no production self-hosting is claimed.,unknown/unverified,"The recorded repository URL https://github.com/veramo/veramo could not be resolved to a Git HEAD during the 2026-09-09 network probe (remote did not return a HEAD reference); it may be moved, renamed, unavailable, or require a different canonical owner. Verify the tool-specific upstream before cloning."
open-cred,credentials,identity-wallet,https://github.com/openwallet-foundation/identity-wallet,verify upstream license and hosted costs,evaluate against existing UniGig boundary,P3,OPEN_CRED_URL,"open-cred: no reviewed per-tool manifest in this baseline; blocked pending its runtime, license, security, and credential review.",blocked-tool-specific,git clone --filter=blob:none https://github.com/openwallet-foundation/identity-wallet integrations/upstream/open-cred,unknown/unverified: do not pin until the recorded upstream is confirmed; remote did not return a HEAD reference during 2026-09-09 probe,blocked record: open-cred — open-cred: requires tool-specific license/provider review and its runtime or external credentials; no production self-hosting is claimed.,unknown/unverified,"The recorded repository URL https://github.com/openwallet-foundation/identity-wallet could not be resolved to a Git HEAD during the 2026-09-09 network probe (remote did not return a HEAD reference); it may be moved, renamed, unavailable, or require a different canonical owner. Verify the tool-specific upstream before cloning."
didkit,credentials,didkit,https://github.com/didkit/didkit,verify upstream license and hosted costs,evaluate against existing UniGig boundary,P3,DIDKIT_URL,"didkit: no reviewed per-tool manifest in this baseline; blocked pending its runtime, license, security, and credential review.",blocked-tool-specific,git clone --filter=blob:none https://github.com/didkit/didkit integrations/upstream/didkit,unknown/unverified: do not pin until the recorded upstream is confirmed; remote did not return a HEAD reference during 2026-09-09 probe,blocked record: didkit — didkit: requires tool-specific license/provider review and its runtime or external credentials; no production self-hosting is claimed.,unknown/unverified,"The recorded repository URL https://github.com/didkit/didkit could not be resolved to a Git HEAD during the 2026-09-09 network probe (remote did not return a HEAD reference); it may be moved, renamed, unavailable, or require a different canonical owner. Verify the tool-specific upstream before cloning."
waltid,credentials,waltid,https://github.com/waltid/waltid,verify upstream license and hosted costs,evaluate against existing UniGig boundary,P3,WALTID_URL,"waltid: no reviewed per-tool manifest in this baseline; blocked pending its runtime, license, security, and credential review.",blocked-tool-specific,git clone --filter=blob:none https://github.com/waltid/waltid integrations/upstream/waltid,unknown/unverified: do not pin until the recorded upstream is confirmed; remote did not return a HEAD reference during 2026-09-09 probe,blocked record: waltid — waltid: requires tool-specific license/provider review and its runtime or external credentials; no production self-hosting is claimed.,unknown/unverified,"The recorded repository URL https://github.com/waltid/waltid could not be resolved to a Git HEAD during the 2026-09-09 network probe (remote did not return a HEAD reference); it may be moved, renamed, unavailable, or require a different canonical owner. Verify the tool-specific upstream before cloning."
openproject,integration,openproject,https://github.com/openproject/openproject,verify upstream license and hosted costs,evaluate against existing UniGig boundary,P3,OPENPROJECT_URL,"openproject: no reviewed per-tool manifest in this baseline; blocked pending its runtime, license, security, and credential review.",blocked-tool-specific,git clone --filter=blob:none https://github.com/openproject/openproject integrations/upstream/openproject,unknown/unverified: do not pin until the recorded upstream is confirmed; remote did not return a HEAD reference during 2026-09-09 probe,blocked record: openproject — openproject: requires tool-specific license/provider review and its runtime or external credentials; no production self-hosting is claimed.,unknown/unverified,"The recorded repository URL https://github.com/openproject/openproject could not be resolved to a Git HEAD during the 2026-09-09 network probe (remote did not return a HEAD reference); it may be moved, renamed, unavailable, or require a different canonical owner. Verify the tool-specific upstream before cloning."
outline,knowledge,outline,https://github.com/outline/outline,verify upstream license and hosted costs,evaluate against existing UniGig boundary,P3,OUTLINE_URL,"outline: no reviewed per-tool manifest in this baseline; blocked pending its runtime, license, security, and credential review.",blocked-tool-specific,git clone --filter=blob:none https://github.com/outline/outline integrations/upstream/outline,reviewed immutable HEAD commit 68b912825cf4a4b3694a08f32f866cff39234b45 on upstream branch main (git ls-remote probe 2026-09-09); pin this SHA before deployment,blocked record: outline — outline: requires tool-specific license/provider review and its runtime or external credentials; no production self-hosting is claimed.,reviewed-head-commit,"The recorded repository responded to git ls-remote on 2026-09-09; this SHA is metadata evidence, not a production compatibility claim."
bookstack,knowledge,bookstack,https://github.com/bookstack/bookstack,verify upstream license and hosted costs,evaluate against existing UniGig boundary,P3,BOOKSTACK_URL,"bookstack: no reviewed per-tool manifest in this baseline; blocked pending its runtime, license, security, and credential review.",blocked-tool-specific,git clone --filter=blob:none https://github.com/bookstack/bookstack integrations/upstream/bookstack,unknown/unverified: do not pin until the recorded upstream is confirmed; remote did not return a HEAD reference during 2026-09-09 probe,blocked record: bookstack — bookstack: requires tool-specific license/provider review and its runtime or external credentials; no production self-hosting is claimed.,unknown/unverified,"The recorded repository URL https://github.com/bookstack/bookstack could not be resolved to a Git HEAD during the 2026-09-09 network probe (remote did not return a HEAD reference); it may be moved, renamed, unavailable, or require a different canonical owner. Verify the tool-specific upstream before cloning."
wiki-js,knowledge,wiki-js,https://github.com/wiki-js/wiki-js,verify upstream license and hosted costs,evaluate against existing UniGig boundary,P3,WIKI_JS_URL,"wiki-js: no reviewed per-tool manifest in this baseline; blocked pending its runtime, license, security, and credential review.",blocked-tool-specific,git clone --filter=blob:none https://github.com/wiki-js/wiki-js integrations/upstream/wiki-js,unknown/unverified: do not pin until the recorded upstream is confirmed; remote did not return a HEAD reference during 2026-09-09 probe,blocked record: wiki-js — wiki-js: requires tool-specific license/provider review and its runtime or external credentials; no production self-hosting is claimed.,unknown/unverified,"The recorded repository URL https://github.com/wiki-js/wiki-js could not be resolved to a Git HEAD during the 2026-09-09 network probe (remote did not return a HEAD reference); it may be moved, renamed, unavailable, or require a different canonical owner. Verify the tool-specific upstream before cloning."
mattermost-plugin,integration,mattermost-plugin-marketplace,https://github.com/mattermost/mattermost-plugin-marketplace,verify upstream license and hosted costs,evaluate against existing UniGig boundary,P3,MATTERMOST_PLUGIN_URL,"mattermost-plugin: no reviewed per-tool manifest in this baseline; blocked pending its runtime, license, security, and credential review.",blocked-tool-specific,git clone --filter=blob:none https://github.com/mattermost/mattermost-plugin-marketplace integrations/upstream/mattermost-plugin,unknown/unverified: do not pin until the recorded upstream is confirmed; remote did not return a HEAD reference during 2026-09-09 probe,blocked record: mattermost-plugin — mattermost-plugin: requires tool-specific license/provider review and its runtime or external credentials; no production self-hosting is claimed.,unknown/unverified,"The recorded repository URL https://github.com/mattermost/mattermost-plugin-marketplace could not be resolved to a Git HEAD during the 2026-09-09 network probe (remote did not return a HEAD reference); it may be moved, renamed, unavailable, or require a different canonical owner. Verify the tool-specific upstream before cloning."
restic,storage,restic,https://github.com/restic/restic,verify upstream license and hosted costs,evaluate against existing UniGig boundary,P3,RESTIC_URL,"restic: no reviewed per-tool manifest in this baseline; blocked pending its runtime, license, security, and credential review.",blocked-tool-specific,git clone --filter=blob:none https://github.com/restic/restic integrations/upstream/restic,reviewed immutable HEAD commit ba802d42b7294c98b62c16d1157ea3e80820c019 on upstream branch master (git ls-remote probe 2026-09-09); pin this SHA before deployment,blocked record: restic — restic: requires tool-specific license/provider review and its runtime or external credentials; no production self-hosting is claimed.,reviewed-head-commit,"The recorded repository responded to git ls-remote on 2026-09-09; this SHA is metadata evidence, not a production compatibility claim."
borg,storage,borg,https://github.com/borg/borg,verify upstream license and hosted costs,evaluate against existing UniGig boundary,P3,BORG_URL,"borg: no reviewed per-tool manifest in this baseline; blocked pending its runtime, license, security, and credential review.",blocked-tool-specific,git clone --filter=blob:none https://github.com/borg/borg integrations/upstream/borg,unknown/unverified: do not pin until the recorded upstream is confirmed; remote did not return a HEAD reference during 2026-09-09 probe,blocked record: borg — borg: requires tool-specific license/provider review and its runtime or external credentials; no production self-hosting is claimed.,unknown/unverified,"The recorded repository URL https://github.com/borg/borg could not be resolved to a Git HEAD during the 2026-09-09 network probe (remote did not return a HEAD reference); it may be moved, renamed, unavailable, or require a different canonical owner. Verify the tool-specific upstream before cloning."
cosign,supply-chain,cosign,https://github.com/cosign/cosign,verify upstream license and hosted costs,evaluate against existing UniGig boundary,P3,COSIGN_URL,"cosign: no reviewed per-tool manifest in this baseline; blocked pending its runtime, license, security, and credential review.",blocked-tool-specific,git clone --filter=blob:none https://github.com/cosign/cosign integrations/upstream/cosign,unknown/unverified: do not pin until the recorded upstream is confirmed; remote did not return a HEAD reference during 2026-09-09 probe,blocked record: cosign — cosign: requires tool-specific license/provider review and its runtime or external credentials; no production self-hosting is claimed.,unknown/unverified,"The recorded repository URL https://github.com/cosign/cosign could not be resolved to a Git HEAD during the 2026-09-09 network probe (remote did not return a HEAD reference); it may be moved, renamed, unavailable, or require a different canonical owner. Verify the tool-specific upstream before cloning."
syft,supply-chain,syft,https://github.com/syft/syft,verify upstream license and hosted costs,evaluate against existing UniGig boundary,P3,SYFT_URL,"syft: no reviewed per-tool manifest in this baseline; blocked pending its runtime, license, security, and credential review.",blocked-tool-specific,git clone --filter=blob:none https://github.com/syft/syft integrations/upstream/syft,unknown/unverified: do not pin until the recorded upstream is confirmed; remote did not return a HEAD reference during 2026-09-09 probe,blocked record: syft — syft: requires tool-specific license/provider review and its runtime or external credentials; no production self-hosting is claimed.,unknown/unverified,"The recorded repository URL https://github.com/syft/syft could not be resolved to a Git HEAD during the 2026-09-09 network probe (remote did not return a HEAD reference); it may be moved, renamed, unavailable, or require a different canonical owner. Verify the tool-specific upstream before cloning."
grype,security,grype,https://github.com/grype/grype,verify upstream license and hosted costs,evaluate against existing UniGig boundary,P3,GRYPE_URL,"grype: no reviewed per-tool manifest in this baseline; blocked pending its runtime, license, security, and credential review.",blocked-tool-specific,git clone --filter=blob:none https://github.com/grype/grype integrations/upstream/grype,unknown/unverified: do not pin until the recorded upstream is confirmed; remote did not return a HEAD reference during 2026-09-09 probe,blocked record: grype — grype: requires tool-specific license/provider review and its runtime or external credentials; no production self-hosting is claimed.,unknown/unverified,"The recorded repository URL https://github.com/grype/grype could not be resolved to a Git HEAD during the 2026-09-09 network probe (remote did not return a HEAD reference); it may be moved, renamed, unavailable, or require a different canonical owner. Verify the tool-specific upstream before cloning."
renovate,supply-chain,renovate,https://github.com/renovate/renovate,verify upstream license and hosted costs,evaluate against existing UniGig boundary,P3,RENOVATE_URL,"renovate: no reviewed per-tool manifest in this baseline; blocked pending its runtime, license, security, and credential review.",blocked-tool-specific,git clone --filter=blob:none https://github.com/renovate/renovate integrations/upstream/renovate,unknown/unverified: do not pin until the recorded upstream is confirmed; remote did not return a HEAD reference during 2026-09-09 probe,blocked record: renovate — renovate: requires tool-specific license/provider review and its runtime or external credentials; no production self-hosting is claimed.,unknown/unverified,"The recorded repository URL https://github.com/renovate/renovate could not be resolved to a Git HEAD during the 2026-09-09 network probe (remote did not return a HEAD reference); it may be moved, renamed, unavailable, or require a different canonical owner. Verify the tool-specific upstream before cloning."
dependency-check,security,DependencyCheck,https://github.com/jeremylong/DependencyCheck,verify upstream license and hosted costs,evaluate against existing UniGig boundary,P3,DEPENDENCY_CHECK_URL,"dependency-check: no reviewed per-tool manifest in this baseline; blocked pending its runtime, license, security, and credential review.",blocked-tool-specific,git clone --filter=blob:none https://github.com/jeremylong/DependencyCheck integrations/upstream/dependency-check,reviewed immutable HEAD commit 58b4ddccbdafcb7347979c6551c4f56049126dcc on upstream branch main (git ls-remote probe 2026-09-09); pin this SHA before deployment,blocked record: dependency-check — dependency-check: requires tool-specific license/provider review and its runtime or external credentials; no production self-hosting is claimed.,reviewed-head-commit,"The recorded repository responded to git ls-remote on 2026-09-09; this SHA is metadata evidence, not a production compatibility claim."
clamav,security,clamav,https://github.com/clamav/clamav,verify upstream license and hosted costs,evaluate against existing UniGig boundary,P3,CLAMAV_URL,"clamav: no reviewed per-tool manifest in this baseline; blocked pending its runtime, license, security, and credential review.",blocked-tool-specific,git clone --filter=blob:none https://github.com/clamav/clamav integrations/upstream/clamav,unknown/unverified: do not pin until the recorded upstream is confirmed; remote did not return a HEAD reference during 2026-09-09 probe,blocked record: clamav — clamav: requires tool-specific license/provider review and its runtime or external credentials; no production self-hosting is claimed.,unknown/unverified,"The recorded repository URL https://github.com/clamav/clamav could not be resolved to a Git HEAD during the 2026-09-09 network probe (remote did not return a HEAD reference); it may be moved, renamed, unavailable, or require a different canonical owner. Verify the tool-specific upstream before cloning."
yara,security,yara,https://github.com/yara/yara,verify upstream license and hosted costs,evaluate against existing UniGig boundary,P3,YARA_URL,"yara: no reviewed per-tool manifest in this baseline; blocked pending its runtime, license, security, and credential review.",blocked-tool-specific,git clone --filter=blob:none https://github.com/yara/yara integrations/upstream/yara,unknown/unverified: do not pin until the recorded upstream is confirmed; remote did not return a HEAD reference during 2026-09-09 probe,blocked record: yara — yara: requires tool-specific license/provider review and its runtime or external credentials; no production self-hosting is claimed.,unknown/unverified,"The recorded repository URL https://github.com/yara/yara could not be resolved to a Git HEAD during the 2026-09-09 network probe (remote did not return a HEAD reference); it may be moved, renamed, unavailable, or require a different canonical owner. Verify the tool-specific upstream before cloning."
